-7.76021E-20,-7.76021E-20
0.012029328,0.012029328
-0.000967856,-0.000967856
0.009182782,0.009182782
0.009716727,0.009716727
0.007682769,0.007682769
0.008400408,0.008400408
0.002937546,0.002937546
0.015097757,0.015097757
0.000496728,0.000496728
0.008596001,0.008596001
0.008781581,0.008781581
0.001134351,0.001134351
0.008662186,0.008662186
0.001366738,0.001366738
0.013139502,0.013139502
0.000360836,0.000360836
0.009062076,0.009062076
0.009086694,0.009086694
0.001395825,0.001395825
0.008767139,0.008767139
0.001341835,0.001341835
0.013081753,0.013081753
0.000328739,0.000328739
0.009026624,0.009026624
0.009085218,0.009085218
0.007415686,0.007415686
0.008283263,0.008283263
0.002946444,0.002946444
0.015179901,0.015179901
0.000611404,0.000611404
0.008631431,0.008631431
0.008822358,0.008822358
0.007174361,0.007174361
0.008157017,0.008157017
0.002972254,0.002972254
0.015233151,0.015233151
0.000645678,0.000645678
0.008668518,0.008668518
0.008831789,0.008831789
0.007165762,0.007165762
0.008175835,0.008175835
0.002963328,0.002963328
0.015230936,0.015230936
0.000644876,0.000644876
0.008676983,0.008676983
0.008817974,0.008817974
0.007171209,0.007171209
0.008172697,0.008172697
0.002966817,0.002966817
0.015232503,0.015232503
0.000649578,0.000649578
0.008681019,0.008681019
0.008820168,0.008820168
0.007179558,0.007179558
0.008178986,0.008178986
0.002953118,0.002953118
0.01524743,0.01524743
0.000641827,0.000641827
0.014697686,0.014697686
0.008331025,0.008331025
0.008770422,0.008770422
0.010261331,0.010261331
0.003238913,0.003238913
0.01485342,0.01485342
0.000358849,0.000358849
0.008440836,0.008440836
0.008700631,0.008700631
0.007208525,0.007208525
0.008211382,0.008211382
0.003006269,0.003006269
0.015288486,0.015288486
0.0006416,0.0006416
0.008679814,0.008679814
0.008838262,0.008838262
0.007174772,0.007174772
0.008156256,0.008156256
0.002978965,0.002978965
0.015243257,0.015243257
0.000629676,0.000629676
0.014704289,0.014704289
0.008333352,0.008333352
0.008768199,0.008768199
0.010257344,0.010257344
0.003246401,0.003246401
0.008829581,0.008829581
0.000855463,0.000855463
0.006848182,0.006848182
0.006614657,0.006614657
0.006914502,0.006914502
0.008623267,0.008623267
0.003278026,0.003278026
0.015518605,0.015518605
0.0007666,0.0007666
0.008656155,0.008656155
0.002762668,0.002762668
0.007622859,0.007622859
0.006546108,0.006546108
0.000871322,0.000871322
0.01496971,0.01496971
0.001037502,0.001037502
0.014973213,0.014973213
0.002570527,0.002570527
0.009365151,0.009365151
0.008658709,0.008658709
0.001097134,0.001097134
0.014515514,0.014515514
0.000744206,0.000744206
0.008703946,0.008703946
0.002911024,0.002911024
0.00781707,0.00781707
0.006617909,0.006617909
0.000843464,0.000843464
0.008951261,0.008951261
0.00149257,0.00149257
0.013389353,0.013389353
0.000459832,0.000459832
0.00908358,0.00908358
0.009067249,0.009067249
0.001369126,0.001369126
0.014763897,0.014763897
0.000854945,0.000854945
0.014701783,0.014701783
0.00236984,0.00236984
0.009366287,0.009366287
0.008672619,0.008672619
0.001124914,0.001124914
0.014556213,0.014556213
0.000747348,0.000747348
0.014722906,0.014722906
0.002442943,0.002442943
0.009384477,0.009384477
0.008702198,0.008702198
0.001146366,0.001146366
0.008535843,0.008535843
0.001201262,0.001201262
0.013153585,0.013153585
0.000340058,0.000340058
0.009090373,0.009090373
0.009115432,0.009115432
0.001407565,0.001407565
0.014782999,0.014782999
0.000866665,0.000866665
0.014699251,0.014699251
0.002392682,0.002392682
0.009323684,0.009323684
0.008704947,0.008704947
0.001124499,0.001124499
0.008516013,0.008516013
0.001240727,0.001240727
0.007115961,0.007115961
0.000842019,0.000842019
0.007489281,0.007489281
0.007029174,0.007029174
0.001136003,0.001136003
0.015165984,0.015165984
0.00114507,0.00114507
0.014938621,0.014938621
0.002506821,0.002506821
0.009308578,0.009308578
0.008615829,0.008615829
0.001106143,0.001106143
0.014488832,0.014488832
0.000731095,0.000731095
0.014744131,0.014744131
0.002431085,0.002431085
0.009381513,0.009381513
0.008714921,0.008714921
0.001151305,0.001151305
